index,package,service,method,fullMethod,requestType,responseType,streamType,clientType,auth,registeredOnListener,listenerBinding,destructiveLevel,requiredVariables,precondition,expectedResult,evidenceToSave,protoFile,grpcurlExample,evidenceRelativePath
66,avf.machine.v1,MachineOperatorService,SubmitStockAdjustment,/avf.machine.v1.MachineOperatorService/SubmitStockAdjustment,SubmitStockAdjustmentRequest,SubmitStockAdjustmentResponse,unary,machine,machine bearer token,True,machine_grpc_listener,DESTRUCTIVE_CANARY_ONLY,grpcHost;grpcPort;machineToken,Canary JWT đúng role; internal chỉ từ mạng private listener khi deploy tách.,gRPC OK + payload typed,trailers; correlation metadata,proto/avf/machine/v1/operator_grpc.proto,"jq -c "".[65]"" postman/full-production-suite/grpc/AVF_GRPC_100_REQUESTS.json | grpcurl ${GRPC_USE_REFLECTION:+-reflect} -plaintext -H ""authorization: Bearer ${machineToken}"" -d @- ""${GRPC_ADDR:-127.0.0.1:9090}"" ""/avf.machine.v1.MachineOperatorService/SubmitStockAdjustment""",grpc/evidence/066_MachineOperatorService_SubmitStockAdjustment.json
67,avf.machine.v1,MachineSaleService,AttachPayment,/avf.machine.v1.MachineSaleService/AttachPayment,AttachPaymentRequest,AttachPaymentResponse,unary,machine,machine bearer token,True,machine_grpc_listener,DESTRUCTIVE_CANARY_ONLY,grpcHost;grpcPort;machineToken,Canary JWT đúng role; internal chỉ từ mạng private listener khi deploy tách.,gRPC OK + payload typed,trailers; correlation metadata,proto/avf/machine/v1/commerce.proto,"jq -c "".[66]"" postman/full-production-suite/grpc/AVF_GRPC_100_REQUESTS.json | grpcurl ${GRPC_USE_REFLECTION:+-reflect} -plaintext -H ""authorization: Bearer ${machineToken}"" -d @- ""${GRPC_ADDR:-127.0.0.1:9090}"" ""/avf.machine.v1.MachineSaleService/AttachPayment""",grpc/evidence/067_MachineSaleService_AttachPayment.json
68,avf.machine.v1,MachineSaleService,CancelSale,/avf.machine.v1.MachineSaleService/CancelSale,CancelOrderRequest,CancelOrderResponse,unary,machine,machine bearer token,True,machine_grpc_listener,DESTRUCTIVE_CANARY_ONLY,grpcHost;grpcPort;machineToken,Canary JWT đúng role; internal chỉ từ mạng private listener khi deploy tách.,gRPC OK + payload typed,trailers; correlation metadata,proto/avf/machine/v1/commerce.proto,"jq -c "".[67]"" postman/full-production-suite/grpc/AVF_GRPC_100_REQUESTS.json | grpcurl ${GRPC_USE_REFLECTION:+-reflect} -plaintext -H ""authorization: Bearer ${machineToken}"" -d @- ""${GRPC_ADDR:-127.0.0.1:9090}"" ""/avf.machine.v1.MachineSaleService/CancelSale""",grpc/evidence/068_MachineSaleService_CancelSale.json
69,avf.machine.v1,MachineSaleService,CompleteVend,/avf.machine.v1.MachineSaleService/CompleteVend,ConfirmVendSuccessRequest,ConfirmVendSuccessResponse,unary,machine,machine bearer token,True,machine_grpc_listener,DESTRUCTIVE_CANARY_ONLY,grpcHost;grpcPort;machineToken,Canary JWT đúng role; internal chỉ từ mạng private listener khi deploy tách.,gRPC OK + payload typed,trailers; correlation metadata,proto/avf/machine/v1/commerce.proto,"jq -c "".[68]"" postman/full-production-suite/grpc/AVF_GRPC_100_REQUESTS.json | grpcurl ${GRPC_USE_REFLECTION:+-reflect} -plaintext -H ""authorization: Bearer ${machineToken}"" -d @- ""${GRPC_ADDR:-127.0.0.1:9090}"" ""/avf.machine.v1.MachineSaleService/CompleteVend""",grpc/evidence/069_MachineSaleService_CompleteVend.json
70,avf.machine.v1,MachineSaleService,ConfirmCashReceived,/avf.machine.v1.MachineSaleService/ConfirmCashReceived,ConfirmCashReceivedRequest,ConfirmCashReceivedResponse,unary,machine,machine bearer token,True,machine_grpc_listener,DESTRUCTIVE_CANARY_ONLY,grpcHost;grpcPort;machineToken,Canary JWT đúng role; internal chỉ từ mạng private listener khi deploy tách.,gRPC OK + payload typed,trailers; correlation metadata,proto/avf/machine/v1/commerce.proto,"jq -c "".[69]"" postman/full-production-suite/grpc/AVF_GRPC_100_REQUESTS.json | grpcurl ${GRPC_USE_REFLECTION:+-reflect} -plaintext -H ""authorization: Bearer ${machineToken}"" -d @- ""${GRPC_ADDR:-127.0.0.1:9090}"" ""/avf.machine.v1.MachineSaleService/ConfirmCashReceived""",grpc/evidence/070_MachineSaleService_ConfirmCashReceived.json
71,avf.machine.v1,MachineSaleService,CreateSale,/avf.machine.v1.MachineSaleService/CreateSale,CreateSaleRequest,CreateSaleResponse,unary,machine,machine bearer token,True,machine_grpc_listener,DESTRUCTIVE_CANARY_ONLY,grpcHost;grpcPort;machineToken,Canary JWT đúng role; internal chỉ từ mạng private listener khi deploy tách.,gRPC OK + payload typed,trailers; correlation metadata,proto/avf/machine/v1/commerce.proto,"jq -c "".[70]"" postman/full-production-suite/grpc/AVF_GRPC_100_REQUESTS.json | grpcurl ${GRPC_USE_REFLECTION:+-reflect} -plaintext -H ""authorization: Bearer ${machineToken}"" -d @- ""${GRPC_ADDR:-127.0.0.1:9090}"" ""/avf.machine.v1.MachineSaleService/CreateSale""",grpc/evidence/071_MachineSaleService_CreateSale.json
72,avf.machine.v1,MachineSaleService,FailVend,/avf.machine.v1.MachineSaleService/FailVend,ReportVendFailureRequest,ReportVendFailureResponse,unary,machine,machine bearer token,True,machine_grpc_listener,DESTRUCTIVE_CANARY_ONLY,grpcHost;grpcPort;machineToken,Canary JWT đúng role; internal chỉ từ mạng private listener khi deploy tách.,gRPC OK + payload typed,trailers; correlation metadata,proto/avf/machine/v1/commerce.proto,"jq -c "".[71]"" postman/full-production-suite/grpc/AVF_GRPC_100_REQUESTS.json | grpcurl ${GRPC_USE_REFLECTION:+-reflect} -plaintext -H ""authorization: Bearer ${machineToken}"" -d @- ""${GRPC_ADDR:-127.0.0.1:9090}"" ""/avf.machine.v1.MachineSaleService/FailVend""",grpc/evidence/072_MachineSaleService_FailVend.json
73,avf.machine.v1,MachineSaleService,StartVend,/avf.machine.v1.MachineSaleService/StartVend,StartVendRequest,StartVendResponse,unary,machine,machine bearer token,True,machine_grpc_listener,DESTRUCTIVE_CANARY_ONLY,grpcHost;grpcPort;machineToken,Canary JWT đúng role; internal chỉ từ mạng private listener khi deploy tách.,gRPC OK + payload typed,trailers; correlation metadata,proto/avf/machine/v1/commerce.proto,"jq -c "".[72]"" postman/full-production-suite/grpc/AVF_GRPC_100_REQUESTS.json | grpcurl ${GRPC_USE_REFLECTION:+-reflect} -plaintext -H ""authorization: Bearer ${machineToken}"" -d @- ""${GRPC_ADDR:-127.0.0.1:9090}"" ""/avf.machine.v1.MachineSaleService/StartVend""",grpc/evidence/073_MachineSaleService_StartVend.json
74,avf.machine.v1,MachineTelemetryService,CheckIn,/avf.machine.v1.MachineTelemetryService/CheckIn,CheckInRequest,CheckInResponse,unary,machine,machine bearer token,True,machine_grpc_listener,DESTRUCTIVE_CANARY_ONLY,grpcHost;grpcPort;machineToken,Canary JWT đúng role; internal chỉ từ mạng private listener khi deploy tách.,gRPC OK + payload typed,trailers; correlation metadata,proto/avf/machine/v1/telemetry.proto,"jq -c "".[73]"" postman/full-production-suite/grpc/AVF_GRPC_100_REQUESTS.json | grpcurl ${GRPC_USE_REFLECTION:+-reflect} -plaintext -H ""authorization: Bearer ${machineToken}"" -d @- ""${GRPC_ADDR:-127.0.0.1:9090}"" ""/avf.machine.v1.MachineTelemetryService/CheckIn""",grpc/evidence/074_MachineTelemetryService_CheckIn.json
75,avf.machine.v1,MachineTelemetryService,GetEventStatus,/avf.machine.v1.MachineTelemetryService/GetEventStatus,GetEventStatusRequest,GetEventStatusResponse,unary,machine,machine bearer token,True,machine_grpc_listener,READ_ONLY,grpcHost;grpcPort;machineToken,Canary JWT đúng role; internal chỉ từ mạng private listener khi deploy tách.,gRPC OK + payload typed,trailers; correlation metadata,proto/avf/machine/v1/telemetry.proto,"jq -c "".[74]"" postman/full-production-suite/grpc/AVF_GRPC_100_REQUESTS.json | grpcurl ${GRPC_USE_REFLECTION:+-reflect} -plaintext -H ""authorization: Bearer ${machineToken}"" -d @- ""${GRPC_ADDR:-127.0.0.1:9090}"" ""/avf.machine.v1.MachineTelemetryService/GetEventStatus""",grpc/evidence/075_MachineTelemetryService_GetEventStatus.json
76,avf.machine.v1,MachineTelemetryService,PushCriticalEvent,/avf.machine.v1.MachineTelemetryService/PushCriticalEvent,PushCriticalEventRequest,PushCriticalEventResponse,unary,machine,machine bearer token,True,machine_grpc_listener,DESTRUCTIVE_CANARY_ONLY,grpcHost;grpcPort;machineToken,Canary JWT đúng role; internal chỉ từ mạng private listener khi deploy tách.,gRPC OK + payload typed,trailers; correlation metadata,proto/avf/machine/v1/telemetry.proto,"jq -c "".[75]"" postman/full-production-suite/grpc/AVF_GRPC_100_REQUESTS.json | grpcurl ${GRPC_USE_REFLECTION:+-reflect} -plaintext -H ""authorization: Bearer ${machineToken}"" -d @- ""${GRPC_ADDR:-127.0.0.1:9090}"" ""/avf.machine.v1.MachineTelemetryService/PushCriticalEvent""",grpc/evidence/076_MachineTelemetryService_PushCriticalEvent.json
77,avf.machine.v1,MachineTelemetryService,PushTelemetryBatch,/avf.machine.v1.MachineTelemetryService/PushTelemetryBatch,PushTelemetryBatchRequest,PushTelemetryBatchResponse,unary,machine,machine bearer token,True,machine_grpc_listener,DESTRUCTIVE_CANARY_ONLY,grpcHost;grpcPort;machineToken,Canary JWT đúng role; internal chỉ từ mạng private listener khi deploy tách.,gRPC OK + payload typed,trailers; correlation metadata,proto/avf/machine/v1/telemetry.proto,"jq -c "".[76]"" postman/full-production-suite/grpc/AVF_GRPC_100_REQUESTS.json | grpcurl ${GRPC_USE_REFLECTION:+-reflect} -plaintext -H ""authorization: Bearer ${machineToken}"" -d @- ""${GRPC_ADDR:-127.0.0.1:9090}"" ""/avf.machine.v1.MachineTelemetryService/PushTelemetryBatch""",grpc/evidence/077_MachineTelemetryService_PushTelemetryBatch.json
78,avf.machine.v1,MachineTelemetryService,ReconcileEvents,/avf.machine.v1.MachineTelemetryService/ReconcileEvents,ReconcileEventsRequest,ReconcileEventsResponse,unary,machine,machine bearer token,True,machine_grpc_listener,READ_ONLY,grpcHost;grpcPort;machineToken,Canary JWT đúng role; internal chỉ từ mạng private listener khi deploy tách.,gRPC OK + payload typed,trailers; correlation metadata,proto/avf/machine/v1/telemetry.proto,"jq -c "".[77]"" postman/full-production-suite/grpc/AVF_GRPC_100_REQUESTS.json | grpcurl ${GRPC_USE_REFLECTION:+-reflect} -plaintext -H ""authorization: Bearer ${machineToken}"" -d @- ""${GRPC_ADDR:-127.0.0.1:9090}"" ""/avf.machine.v1.MachineTelemetryService/ReconcileEvents""",grpc/evidence/078_MachineTelemetryService_ReconcileEvents.json
79,avf.machine.v1,MachineTelemetryService,SubmitTelemetryBatch,/avf.machine.v1.MachineTelemetryService/SubmitTelemetryBatch,SubmitTelemetryBatchRequest,SubmitTelemetryBatchResponse,unary,machine,machine bearer token,True,machine_grpc_listener,DESTRUCTIVE_CANARY_ONLY,grpcHost;grpcPort;machineToken,Canary JWT đúng role; internal chỉ từ mạng private listener khi deploy tách.,gRPC OK + payload typed,trailers; correlation metadata,proto/avf/machine/v1/telemetry.proto,"jq -c "".[78]"" postman/full-production-suite/grpc/AVF_GRPC_100_REQUESTS.json | grpcurl ${GRPC_USE_REFLECTION:+-reflect} -plaintext -H ""authorization: Bearer ${machineToken}"" -d @- ""${GRPC_ADDR:-127.0.0.1:9090}"" ""/avf.machine.v1.MachineTelemetryService/SubmitTelemetryBatch""",grpc/evidence/079_MachineTelemetryService_SubmitTelemetryBatch.json
80,avf.machine.v1,MachineTokenService,RefreshMachineToken,/avf.machine.v1.MachineTokenService/RefreshMachineToken,RefreshMachineTokenRequest,RefreshMachineTokenResponse,unary,machine,machine bearer token,True,machine_grpc_listener,DESTRUCTIVE_CANARY_ONLY,grpcHost;grpcPort;machineToken,Canary JWT đúng role; internal chỉ từ mạng private listener khi deploy tách.,gRPC OK + payload typed,trailers; correlation metadata,proto/avf/machine/v1/machine_token.proto,"jq -c "".[79]"" postman/full-production-suite/grpc/AVF_GRPC_100_REQUESTS.json | grpcurl ${GRPC_USE_REFLECTION:+-reflect} -plaintext -H ""authorization: Bearer ${machineToken}"" -d @- ""${GRPC_ADDR:-127.0.0.1:9090}"" ""/avf.machine.v1.MachineTokenService/RefreshMachineToken""",grpc/evidence/080_MachineTokenService_RefreshMachineToken.json
81,avf.v1,InternalCommerceQueryService,GetOrderPaymentVendState,/avf.v1.InternalCommerceQueryService/GetOrderPaymentVendState,GetOrderPaymentVendStateRequest,GetOrderPaymentVendStateResponse,unary,admin/internal,admin bearer token (proto legacy; kiểm tra listener),False,proto_legacy_avf_v1_not_registered_in_grpcserver,READ_ONLY,grpcHost;grpcPort;accessToken,Canary JWT đúng role; internal chỉ từ mạng private listener khi deploy tách.,gRPC OK + payload typed,trailers; correlation metadata,proto/avf/v1/internal_queries.proto,"jq -c "".[80]"" postman/full-production-suite/grpc/AVF_GRPC_100_REQUESTS.json | grpcurl ${GRPC_USE_REFLECTION:+-reflect} -plaintext -H ""authorization: Bearer ${accessToken}"" -d @- ""${GRPC_ADDR:-127.0.0.1:9090}"" ""/avf.v1.InternalCommerceQueryService/GetOrderPaymentVendState""",grpc/evidence/081_InternalCommerceQueryService_GetOrderPaymentVendState.json
82,avf.v1,InternalMachineQueryService,GetMachineCabinetSlotSummary,/avf.v1.InternalMachineQueryService/GetMachineCabinetSlotSummary,GetMachineRequest,GetMachineCabinetSlotSummaryResponse,unary,admin/internal,admin bearer token (proto legacy; kiểm tra listener),False,proto_legacy_avf_v1_not_registered_in_grpcserver,READ_ONLY,grpcHost;grpcPort;accessToken,Canary JWT đúng role; internal chỉ từ mạng private listener khi deploy tách.,gRPC OK + payload typed,trailers; correlation metadata,proto/avf/v1/internal_queries.proto,"jq -c "".[81]"" postman/full-production-suite/grpc/AVF_GRPC_100_REQUESTS.json | grpcurl ${GRPC_USE_REFLECTION:+-reflect} -plaintext -H ""authorization: Bearer ${accessToken}"" -d @- ""${GRPC_ADDR:-127.0.0.1:9090}"" ""/avf.v1.InternalMachineQueryService/GetMachineCabinetSlotSummary""",grpc/evidence/082_InternalMachineQueryService_GetMachineCabinetSlotSummary.json
83,avf.v1,InternalMachineQueryService,GetMachineState,/avf.v1.InternalMachineQueryService/GetMachineState,GetMachineRequest,GetMachineStateResponse,unary,admin/internal,admin bearer token (proto legacy; kiểm tra listener),False,proto_legacy_avf_v1_not_registered_in_grpcserver,READ_ONLY,grpcHost;grpcPort;accessToken,Canary JWT đúng role; internal chỉ từ mạng private listener khi deploy tách.,gRPC OK + payload typed,trailers; correlation metadata,proto/avf/v1/internal_queries.proto,"jq -c "".[82]"" postman/full-production-suite/grpc/AVF_GRPC_100_REQUESTS.json | grpcurl ${GRPC_USE_REFLECTION:+-reflect} -plaintext -H ""authorization: Bearer ${accessToken}"" -d @- ""${GRPC_ADDR:-127.0.0.1:9090}"" ""/avf.v1.InternalMachineQueryService/GetMachineState""",grpc/evidence/083_InternalMachineQueryService_GetMachineState.json
84,avf.v1,InternalMachineQueryService,GetMachineSummary,/avf.v1.InternalMachineQueryService/GetMachineSummary,GetMachineRequest,GetMachineSummaryResponse,unary,admin/internal,admin bearer token (proto legacy; kiểm tra listener),False,proto_legacy_avf_v1_not_registered_in_grpcserver,READ_ONLY,grpcHost;grpcPort;accessToken,Canary JWT đúng role; internal chỉ từ mạng private listener khi deploy tách.,gRPC OK + payload typed,trailers; correlation metadata,proto/avf/v1/internal_queries.proto,"jq -c "".[83]"" postman/full-production-suite/grpc/AVF_GRPC_100_REQUESTS.json | grpcurl ${GRPC_USE_REFLECTION:+-reflect} -plaintext -H ""authorization: Bearer ${accessToken}"" -d @- ""${GRPC_ADDR:-127.0.0.1:9090}"" ""/avf.v1.InternalMachineQueryService/GetMachineSummary""",grpc/evidence/084_InternalMachineQueryService_GetMachineSummary.json
85,avf.v1,InternalTelemetryQueryService,GetLatestMachineTelemetry,/avf.v1.InternalTelemetryQueryService/GetLatestMachineTelemetry,GetMachineRequest,GetLatestMachineTelemetryResponse,unary,admin/internal,admin bearer token (proto legacy; kiểm tra listener),False,proto_legacy_avf_v1_not_registered_in_grpcserver,READ_ONLY,grpcHost;grpcPort;accessToken,Canary JWT đúng role; internal chỉ từ mạng private listener khi deploy tách.,gRPC OK + payload typed,trailers; correlation metadata,proto/avf/v1/internal_queries.proto,"jq -c "".[84]"" postman/full-production-suite/grpc/AVF_GRPC_100_REQUESTS.json | grpcurl ${GRPC_USE_REFLECTION:+-reflect} -plaintext -H ""authorization: Bearer ${accessToken}"" -d @- ""${GRPC_ADDR:-127.0.0.1:9090}"" ""/avf.v1.InternalTelemetryQueryService/GetLatestMachineTelemetry""",grpc/evidence/085_InternalTelemetryQueryService_GetLatestMachineTelemetry.json
86,avf.v1,InternalTelemetryQueryService,GetMachineIncidentSummary,/avf.v1.InternalTelemetryQueryService/GetMachineIncidentSummary,GetMachineIncidentSummaryRequest,GetMachineIncidentSummaryResponse,unary,admin/internal,admin bearer token (proto legacy; kiểm tra listener),False,proto_legacy_avf_v1_not_registered_in_grpcserver,READ_ONLY,grpcHost;grpcPort;accessToken,Canary JWT đúng role; internal chỉ từ mạng private listener khi deploy tách.,gRPC OK + payload typed,trailers; correlation metadata,proto/avf/v1/internal_queries.proto,"jq -c "".[85]"" postman/full-production-suite/grpc/AVF_GRPC_100_REQUESTS.json | grpcurl ${GRPC_USE_REFLECTION:+-reflect} -plaintext -H ""authorization: Bearer ${accessToken}"" -d @- ""${GRPC_ADDR:-127.0.0.1:9090}"" ""/avf.v1.InternalTelemetryQueryService/GetMachineIncidentSummary""",grpc/evidence/086_InternalTelemetryQueryService_GetMachineIncidentSummary.json
