index,method,path,operationId,tag,summary,auth,requestBody,pathParams,queryParams,headers,successResponses,errorResponses,testType,destructiveLevel,canRunOnProductionPublic,requiresCanaryData,requiredVariables,precondition,expectedResult,evidenceToSave,postmanFolder,postmanRequestName
112,POST,/v1/admin/machines/{machineId}/sync,DocOpV1AdminMachineSetupSyncPost,Machine Setup,Queue a machine setup / inventory sync command,bearer,yes,machineId,,Authorization;X-Request-ID;X-Correlation-ID;Idempotency-Key,200,"400,401,403,404,409,429,500,503",canary_setup,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;machineId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,POST /v1/admin/machines/{machineId}/sync
113,GET,/v1/admin/machines/{machineId}/technicians,DocOpV1AdminMachineTechniciansOnMachineList,Machine Admin,List technicians assigned to a machine,bearer,no,machineId,,Authorization;X-Request-ID;X-Correlation-ID,200,,smoke,READ_ONLY,partial,no,accessToken;baseUrl;machineId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,GET /v1/admin/machines/{machineId}/technicians
114,POST,/v1/admin/machines/{machineId}/technicians,DocOpV1AdminMachineTechnicianAssign,Machine Admin,Assign technician user to machine,bearer,yes,machineId,,Authorization;X-Request-ID;X-Correlation-ID,201,,canary_setup,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;machineId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,POST /v1/admin/machines/{machineId}/technicians
115,DELETE,/v1/admin/machines/{machineId}/technicians/{userId},DocOpV1AdminMachineTechnicianRemove,Machine Admin,Remove technician assignment from machine by user id,bearer,no,machineId;userId,,Authorization;X-Request-ID;X-Correlation-ID,204,,regression,DANGEROUS_PRODUCTION_DO_NOT_RUN,no,yes,accessToken;baseUrl;machineId;userId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,DELETE /v1/admin/machines/{machineId}/technicians/{userId}
116,GET,/v1/admin/machines/{machineId}/timeline,DocOpV1AdminMachineTimeline,Machine Admin,Machine operational timeline,bearer,no,machineId,,Authorization;X-Request-ID;X-Correlation-ID,200,,smoke,READ_ONLY,partial,no,accessToken;baseUrl;machineId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,GET /v1/admin/machines/{machineId}/timeline
117,PUT,/v1/admin/machines/{machineId}/topology,DocOpV1AdminMachineTopologyPut,Machine Setup,Upsert machine cabinet topology and slot layouts,bearer,yes,machineId,,Authorization;X-Request-ID;X-Correlation-ID,204,"400,401,403,404,409,429,500,503",canary_setup,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;machineId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,PUT /v1/admin/machines/{machineId}/topology
118,POST,/v1/admin/machines/{machineId}/transfer-site,DocOpV1AdminMachineTransferSite,Machine Admin,Move machine to another site (admin),bearer,yes,machineId,,Authorization;X-Request-ID;X-Correlation-ID,200,,canary_setup,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;machineId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,POST /v1/admin/machines/{machineId}/transfer-site
119,GET,/v1/admin/media,DocOpV1AdminMediaList,Catalog Admin,List media assets (alias path),bearer,no,,,Authorization;X-Request-ID;X-Correlation-ID,200,,smoke,READ_ONLY,partial,no,accessToken;baseUrl,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,17_Negative_Security_Idempotency,GET /v1/admin/media
120,GET,/v1/admin/media/assets,DocOpV1AdminMediaAssetsList,Catalog Admin,List media assets (admin),bearer,no,,limit;offset,Authorization;X-Request-ID;X-Correlation-ID,200,401,smoke,READ_ONLY,partial,no,accessToken;baseUrl;limit;offset,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,17_Negative_Security_Idempotency,GET /v1/admin/media/assets
121,POST,/v1/admin/media/assets,DocOpV1AdminMediaAssetsCreate,Catalog Admin,Start enterprise media asset upload,bearer,yes,,,Authorization;X-Request-ID;X-Correlation-ID;Idempotency-Key,200,"400,401,403,503",canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,17_Negative_Security_Idempotency,POST /v1/admin/media/assets
122,DELETE,/v1/admin/media/assets/{mediaId},DocOpV1AdminMediaAssetDelete,Catalog Admin,Delete media asset (admin),bearer,no,mediaId,,Authorization;X-Request-ID;X-Correlation-ID;Idempotency-Key,204,404,regression,DANGEROUS_PRODUCTION_DO_NOT_RUN,no,yes,accessToken;baseUrl;mediaId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,17_Negative_Security_Idempotency,DELETE /v1/admin/media/assets/{mediaId}
123,GET,/v1/admin/media/assets/{mediaId},DocOpV1AdminMediaAssetGet,Catalog Admin,Get one media asset by id (admin),bearer,no,mediaId,,Authorization;X-Request-ID;X-Correlation-ID,200,404,smoke,READ_ONLY,partial,no,accessToken;baseUrl;mediaId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,17_Negative_Security_Idempotency,GET /v1/admin/media/assets/{mediaId}
124,POST,/v1/admin/media/external-images,DocOpV1AdminExternalProductImageRegister,Catalog Admin,Register external product image URL,bearer,yes,,,Authorization;X-Request-ID;X-Correlation-ID,"200,201","400,401,403,503",canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,17_Negative_Security_Idempotency,POST /v1/admin/media/external-images
125,POST,/v1/admin/media/uploads,DocOpV1AdminMediaUploadInit,Catalog Admin,Start enterprise media upload (presigned PUT),bearer,yes,,,Authorization;X-Request-ID;X-Correlation-ID;Idempotency-Key,200,"400,401,403,503",canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,17_Negative_Security_Idempotency,POST /v1/admin/media/uploads
126,POST,/v1/admin/media/uploads/init,DocOpV1AdminMediaUploadInitV2,Catalog Admin,Start enterprise media upload (camelCase contract),bearer,yes,,,Authorization;X-Request-ID;X-Correlation-ID;Idempotency-Key,200,"400,401,403,503",canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,17_Negative_Security_Idempotency,POST /v1/admin/media/uploads/init
127,POST,/v1/admin/media/uploads/{mediaId}/complete,DocOpV1AdminMediaUploadCompleteUploadsPrefix,Catalog Admin,Finalize media upload (uploads/{mediaId}/complete alias),bearer,yes,mediaId,,Authorization;X-Request-ID;X-Correlation-ID;Idempotency-Key,200,"400,401,403,404,409",canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;mediaId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,17_Negative_Security_Idempotency,POST /v1/admin/media/uploads/{mediaId}/complete
128,DELETE,/v1/admin/media/{mediaId},DocOpV1AdminMediaDelete,Catalog Admin,Delete media asset (alias path),bearer,no,mediaId,,Authorization;X-Request-ID;X-Correlation-ID;Idempotency-Key,204,,regression,DANGEROUS_PRODUCTION_DO_NOT_RUN,no,yes,accessToken;baseUrl;mediaId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,17_Negative_Security_Idempotency,DELETE /v1/admin/media/{mediaId}
129,GET,/v1/admin/media/{mediaId},DocOpV1AdminMediaGet,Catalog Admin,Get media asset (alias path),bearer,no,mediaId,,Authorization;X-Request-ID;X-Correlation-ID,200,,smoke,READ_ONLY,partial,no,accessToken;baseUrl;mediaId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,17_Negative_Security_Idempotency,GET /v1/admin/media/{mediaId}
130,POST,/v1/admin/media/{mediaId}/complete,DocOpV1AdminMediaUploadComplete,Catalog Admin,Finalize media upload (variants + ready),bearer,yes,mediaId,,Authorization;X-Request-ID;X-Correlation-ID;Idempotency-Key,200,"400,401,403,404,409",canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;mediaId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,17_Negative_Security_Idempotency,POST /v1/admin/media/{mediaId}/complete
131,GET,/v1/admin/operations/machines/health,DocOpV1AdminOperationsMachinesHealth,Machine Admin,Fleet machine health snapshot list,bearer,no,,,Authorization;X-Request-ID;X-Correlation-ID,200,,smoke,READ_ONLY,partial,no,accessToken;baseUrl,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,GET /v1/admin/operations/machines/health
132,GET,/v1/admin/ops/outbox,DocOpV1AdminOutboxOpsGet,Platform Ops,List transactional outbox rows and pipeline stats,bearer,no,,limit;offset,Authorization;X-Request-ID;X-Correlation-ID,200,"401,403,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;limit;offset,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,17_Negative_Security_Idempotency,GET /v1/admin/ops/outbox
133,POST,/v1/admin/ops/outbox/{outboxId}/retry,DocOpV1AdminOutboxRetry,Platform Ops,Reset a dead-lettered outbox row for retry,bearer,no,outboxId,,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,500",canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;outboxId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,17_Negative_Security_Idempotency,POST /v1/admin/ops/outbox/{outboxId}/retry
134,GET,/v1/admin/ops/retention,DocOpV1AdminRetentionOpsGet,Platform Ops,Show retention table visibility,bearer,no,,,Authorization;X-Request-ID;X-Correlation-ID,200,"401,403,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,17_Negative_Security_Idempotency,GET /v1/admin/ops/retention
135,POST,/v1/admin/orders/{orderId}/refunds,DocOpV1AdminCommerceOrderRefundPost,Commerce,Create refund request + ledger refund (admin scoped),bearer,yes,orderId,,Idempotency-Key;Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,404,409,500",regression,DANGEROUS_PRODUCTION_DO_NOT_RUN,no,yes,accessToken;baseUrl;orderId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,10_Vending_Sale_Refund_Failure,POST /v1/admin/orders/{orderId}/refunds
136,GET,/v1/admin/orders/{orderId}/timeline,DocOpV1AdminCommerceOrderTimelineGet,Commerce,List commerce order timeline events,bearer,no,orderId,limit;offset,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,404,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;limit;offset;orderId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,08_Commerce_Order_Checkout,GET /v1/admin/orders/{orderId}/timeline
137,GET,/v1/admin/ota,DocOpV1AdminOTAList,Machine Admin,List OTA campaigns (admin),bearer,no,,status;from;to;limit;offset,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;from;limit;offset;status;to,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,GET /v1/admin/ota
138,GET,/v1/admin/ota/campaigns,DocOpV1AdminOTACampaignsList,Machine Admin,List OTA campaigns (lifecycle admin),bearer,no,,status;from;to;limit;offset,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;from;limit;offset;status;to,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,GET /v1/admin/ota/campaigns
139,POST,/v1/admin/ota/campaigns,DocOpV1AdminOTACampaignCreate,Machine Admin,Create OTA campaign (draft),bearer,yes,,,Idempotency-Key;Authorization;X-Request-ID;X-Correlation-ID,201,"400,401,403,429,500",canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,POST /v1/admin/ota/campaigns
140,GET,/v1/admin/ota/campaigns/{campaignId},DocOpV1AdminOTACampaignGet,Machine Admin,Get OTA campaign detail,bearer,no,campaignId,,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,404,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;campaignId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,GET /v1/admin/ota/campaigns/{campaignId}
141,PATCH,/v1/admin/ota/campaigns/{campaignId},DocOpV1AdminOTACampaignPatch,Machine Admin,Patch draft/approved OTA campaign,bearer,yes,campaignId,,Idempotency-Key;Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,409,429,500",canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;campaignId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,PATCH /v1/admin/ota/campaigns/{campaignId}
142,POST,/v1/admin/ota/campaigns/{campaignId}/approve,DocOpV1AdminOTACampaignApprove,Machine Admin,Approve OTA campaign,bearer,no,campaignId,,Idempotency-Key;Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,409,429,500",canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;campaignId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,POST /v1/admin/ota/campaigns/{campaignId}/approve
143,POST,/v1/admin/ota/campaigns/{campaignId}/cancel,DocOpV1AdminOTACampaignCancel,Machine Admin,Cancel OTA campaign,bearer,no,campaignId,,Idempotency-Key;Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,409,429,500",canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;campaignId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,POST /v1/admin/ota/campaigns/{campaignId}/cancel
144,POST,/v1/admin/ota/campaigns/{campaignId}/pause,DocOpV1AdminOTACampaignPause,Machine Admin,Pause active rollout,bearer,no,campaignId,,Idempotency-Key;Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,409,429,500",canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;campaignId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,POST /v1/admin/ota/campaigns/{campaignId}/pause
145,POST,/v1/admin/ota/campaigns/{campaignId}/publish,DocOpV1AdminOTACampaignPublish,Machine Admin,Publish OTA campaign (approve + start when needed),bearer,no,campaignId,,Idempotency-Key;Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,409,429,500",canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;campaignId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,POST /v1/admin/ota/campaigns/{campaignId}/publish
146,GET,/v1/admin/ota/campaigns/{campaignId}/results,DocOpV1AdminOTACampaignResultsGet,Machine Admin,List campaign machine rollout results,bearer,no,campaignId,,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,404,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;campaignId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,GET /v1/admin/ota/campaigns/{campaignId}/results
147,POST,/v1/admin/ota/campaigns/{campaignId}/resume,DocOpV1AdminOTACampaignResume,Machine Admin,Resume paused rollout (remaining machines),bearer,no,campaignId,,Idempotency-Key;Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,409,429,500",canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;campaignId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,POST /v1/admin/ota/campaigns/{campaignId}/resume
148,POST,/v1/admin/ota/campaigns/{campaignId}/rollback,DocOpV1AdminOTACampaignRollback,Machine Admin,Rollback OTA campaign (dispatch rollback commands),bearer,yes,campaignId,,Idempotency-Key;Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,409,429,500",canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;campaignId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,POST /v1/admin/ota/campaigns/{campaignId}/rollback
149,POST,/v1/admin/ota/campaigns/{campaignId}/start,DocOpV1AdminOTACampaignStart,Machine Admin,Start OTA rollout (canary first wave),bearer,no,campaignId,,Idempotency-Key;Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,409,429,500",canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;campaignId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,POST /v1/admin/ota/campaigns/{campaignId}/start
150,GET,/v1/admin/ota/campaigns/{campaignId}/targets,DocOpV1AdminOTACampaignTargetsGet,Machine Admin,List campaign machine targets,bearer,no,campaignId,,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,404,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;campaignId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,GET /v1/admin/ota/campaigns/{campaignId}/targets
151,PUT,/v1/admin/ota/campaigns/{campaignId}/targets,DocOpV1AdminOTACampaignTargetsPut,Machine Admin,Replace campaign machine targets (draft/approved only),bearer,yes,campaignId,,Idempotency-Key;Authorization;X-Request-ID;X-Correlation-ID,204,"400,401,403,409,429,500",canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;campaignId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,PUT /v1/admin/ota/campaigns/{campaignId}/targets
152,GET,/v1/admin/planograms,DocOpV1AdminPlanogramsList,Catalog Admin,List planograms (admin catalog),bearer,no,,limit;offset,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;limit;offset,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,06_Planograms_Slots_Assortment,GET /v1/admin/planograms
153,GET,/v1/admin/planograms/{planogramId},DocOpV1AdminPlanogramGet,Catalog Admin,Get planogram detail with slots,bearer,no,planogramId,,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,404,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;planogramId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,06_Planograms_Slots_Assortment,GET /v1/admin/planograms/{planogramId}
154,GET,/v1/admin/price-books,DocOpV1AdminPriceBooksList,Catalog Admin,List price books (admin catalog),bearer,no,,limit;offset;include_inactive,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;includeInactive;limit;offset,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,17_Negative_Security_Idempotency,GET /v1/admin/price-books
155,POST,/v1/admin/price-books,DocOpV1AdminPriceBookCreate,Catalog Admin,Create price book,bearer,yes,,,Authorization;X-Request-ID;X-Correlation-ID;Idempotency-Key,200,,canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,17_Negative_Security_Idempotency,POST /v1/admin/price-books
156,GET,/v1/admin/price-books/{priceBookId},DocOpV1AdminPriceBookGet,Catalog Admin,Get price book by ID,bearer,no,priceBookId,,Authorization;X-Request-ID;X-Correlation-ID,200,404,smoke,READ_ONLY,partial,no,accessToken;baseUrl;priceBookId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,17_Negative_Security_Idempotency,GET /v1/admin/price-books/{priceBookId}
157,PATCH,/v1/admin/price-books/{priceBookId},DocOpV1AdminPriceBookPatch,Catalog Admin,Patch price book,bearer,yes,priceBookId,,Authorization;X-Request-ID;X-Correlation-ID;Idempotency-Key,200,,canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;priceBookId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,17_Negative_Security_Idempotency,PATCH /v1/admin/price-books/{priceBookId}
158,POST,/v1/admin/price-books/{priceBookId}/activate,DocOpV1AdminPriceBookActivate,Catalog Admin,Activate price book,bearer,no,priceBookId,,Idempotency-Key;Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,429,500",canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;priceBookId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,17_Negative_Security_Idempotency,POST /v1/admin/price-books/{priceBookId}/activate
159,POST,/v1/admin/price-books/{priceBookId}/archive,DocOpV1AdminPriceBookArchive,Catalog Admin,Archive price book (deactivate),bearer,no,priceBookId,,Idempotency-Key;Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,429,500",canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;priceBookId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,17_Negative_Security_Idempotency,POST /v1/admin/price-books/{priceBookId}/archive
160,POST,/v1/admin/price-books/{priceBookId}/assign-target,DocOpV1AdminPriceBookAssignTarget,Catalog Admin,Assign company price book to machine or site,bearer,yes,priceBookId,,Authorization;X-Request-ID;X-Correlation-ID;Idempotency-Key,200,,canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;priceBookId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,17_Negative_Security_Idempotency,POST /v1/admin/price-books/{priceBookId}/assign-target
161,POST,/v1/admin/price-books/{priceBookId}/deactivate,DocOpV1AdminPriceBookDeactivate,Catalog Admin,Deactivate price book,bearer,no,priceBookId,,Authorization;X-Request-ID;X-Correlation-ID;Idempotency-Key,200,,canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;priceBookId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,17_Negative_Security_Idempotency,POST /v1/admin/price-books/{priceBookId}/deactivate
162,GET,/v1/admin/price-books/{priceBookId}/items,DocOpV1AdminPriceBookItemsGet,Catalog Admin,List price book items,bearer,no,priceBookId,,Authorization;X-Request-ID;X-Correlation-ID,200,,smoke,READ_ONLY,partial,no,accessToken;baseUrl;priceBookId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,17_Negative_Security_Idempotency,GET /v1/admin/price-books/{priceBookId}/items
163,PUT,/v1/admin/price-books/{priceBookId}/items,DocOpV1AdminPriceBookItemsPut,Catalog Admin,Replace price book items,bearer,yes,priceBookId,,Authorization;X-Request-ID;X-Correlation-ID;Idempotency-Key,204,"400,401,403,500",canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;priceBookId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,17_Negative_Security_Idempotency,PUT /v1/admin/price-books/{priceBookId}/items
164,DELETE,/v1/admin/price-books/{priceBookId}/items/{productId},DocOpV1AdminPriceBookItemDelete,Catalog Admin,Delete price book item,bearer,no,priceBookId;productId,,Authorization;X-Request-ID;X-Correlation-ID;Idempotency-Key,204,"400,401,403,404,500",regression,DANGEROUS_PRODUCTION_DO_NOT_RUN,no,yes,accessToken;baseUrl;priceBookId;productId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,17_Negative_Security_Idempotency,DELETE /v1/admin/price-books/{priceBookId}/items/{productId}
165,PATCH,/v1/admin/price-books/{priceBookId}/items/{productId},DocOpV1AdminPriceBookItemPatch,Catalog Admin,Upsert one price book item,bearer,yes,priceBookId;productId,,Authorization;X-Request-ID;X-Correlation-ID;Idempotency-Key,200,,canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;priceBookId;productId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,17_Negative_Security_Idempotency,PATCH /v1/admin/price-books/{priceBookId}/items/{productId}
